|           id           |                                                  name                                                   |  tempo  |
| 78mpFgPXtqFccYQpSTNRX6 | La Dama                                                                                                 | 100.01  |
| 0qoxr5PUFbDqGLHIpEnWAr | 2STYLISH                                                                                                | 100.011 |
| 6AuGe9EtaXBklNnyrvdAgZ | City Boys                                                                                               | 100.013 |
| 6FaoXMCZxHOw3zpTtg6ezp | Relajado Voy                                                                                            | 100.017 |
| 774mA9UPkt5RQxy6YBUOef | My Bitches                                                                                              | 100.019 |
| 3ngZf8e29zHlW4gNMQb6IR | Jobless Monday                                                                                          | 100.019 |
| 4SD0V2HMxkBupk6ml9alm4 | In Your Eyes                                                                                            | 100.029 |
| 3Tc57t9l2O8FwQZtQOvPXK | my strange addiction                                                                                    | 100.029 |
| 2zxSwkWX6VX72dzT7EVa9s | Vulnerable                                                                                              | 100.031 |
| 11OwAR3GlBj9E35Cznf7Lj | Vulnerable                                                                                              | 100.031 |
| 5xAR2kje4pVMHz0ipvp2VA | SMELLS LIKE INCENSE                                                                                     | 100.033 |
| 2psl5iNJCrmmm2XtS7LZqb | Soundgasm                                                                                               | 100.033 |
| 5masKPHeAOVNgxdLebIcK7 | Stole the Show                                                                                          | 100.034 |
| 3rf9vbMO0vuhtB3CDHTjsO | HeartLess                                                                                               | 100.046 |
| 4SClznXpl6IEK4ese5MULZ | Eenie Meenie                                                                                            | 100.049 |
| 4ODnJrz0C3AJ4DFv8YQhJ8 | Sunrise (feat. Jason Walker)                                                                            | 100.051 |
| 2c2tgbPRTfzSx0tRdIXs0j | The Most                                                                                                | 100.051 |
| 6KIKaWKE9wV6mLjho3w61y | worst behavior                                                                                          | 100.053 |
| 08XWh5c0BMyD1nKVxxl91z | Fountains (with Tems)                                                                                   | 100.053 |
| 18YIDJGWXocUPFbAzTaq8g | Serious (feat. Matt Corby)                                                                              | 100.06  |
| 50u4pcIVBm4QmDhbdG0DNS | La Isla Bonita - Instrumental Extended Remix                                                            | 100.081 |
| 6D8RSev9XY8HlrF65Pq168 | Con Dinero Baila El Perro                                                                               | 100.083 |
| 4uiZziAgyMvmKr4tujpcXm | Space                                                                                                   | 100.1   |
| 4wONXG4GqWSscEyZlx300W | justified                                                                                               | 100.102 |
| 3W8Ddo9tQPsr55TJkWz1IZ | Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show                                        | 100.313 |
| 3bNNvJA7hsGw0wSpGkfOBm | Too Sad to Dance                                                                                        | 100.518 |
| 5W3Mi5lW7CIr3eTj1cc69p | Pray For Me (with Kendrick Lamar)                                                                       | 100.556 |
| 5CZ40GBx1sQ9agT82CLQCT | traitor                                                                                                 | 100.607 |
| 5DU3rpBehYnsZZX9nHpTzj | As Dreamers Still Do                                                                                    | 100.672 |
| 0jhKmUXnNtmZNM2criV3SI | Entre Humo y Huesos                                                                                     | 100.855 |
| 0qDWzwE43rC80PSPppB37o | Fuentes de Ortiz - En Vivo                                                                              | 100.924 |
| 0dKg2vGC1hFqcK5LGTaKzX | Tusa                                                                                                    | 100.946 |
| 0LhgsQDr1TtG4e21NVn7tS | Me First                                                                                                | 100.98  |
| 7CVKdxcywAgQHjVv8lzG9p | Party Up The Street                                                                                     | 100.986 |
| 4gY2S5FOKy3dUIGNJyt3dB | RAIN                                                                                                    | 101.002 |
| 6F9DPkjP6Tbz9FLgLyYgX6 | Love With A Quality                                                                                     | 101.018 |
| 7gleE2w0CsjsWCs184n522 | With You (feat. Wrabel)                                                                                 | 101.022 |
| 0FN4XfJFIqwKOaKOXb4mqU | Left and Right                                                                                          | 101.058 |
| 6Y3ioYRnPgvHWnIRtFJTj1 | Dirty Money                                                                                             | 101.247 |
| 2G31uGJt461oHxPcSTybQu | dangerous - sped up                                                                                     | 101.335 |
| 1A3HUsPzNcHSpZdNIGH1oH | Hers (interlude)                                                                                        | 101.49  |
| 08r8dLobzYIZLrlKlf5zzI | Love                                                                                                    | 101.497 |
| 1xi6YuEZUz0TNFwTjpIK2c | Love                                                                                                    | 101.795 |
| 6qT31f20CXWq0zkz4BME32 | Baby I                                                                                                  | 101.93  |
| 2emeScREzF5sqckc9Lejc4 | bet u wanna                                                                                             | 101.947 |
| 0203aGEIzVVlmvQ8lX4fmV | Side Piece                                                                                              | 101.954 |
| 1hVU0YUYyYvTh6cUJv9LHo | Red Potion                                                                                              | 101.957 |
| 1z1ztKUrDr09ZSMDnN3QIG | She                                                                                                     | 101.969 |
| 6GZLkw95zCwYmLEFMcFBmh | Breeze Off the Pond                                                                                     | 101.975 |
| 6vt0I1cw1YmAIKDJvHVIM5 | Suit & Tie (feat. Jay-Z)                                                                                | 101.985 |
| 617ZzFNLESNhuBDfE9PAAR | American Life - Live at the Coliseu dos Recreios, Lisbon, Portugal, 1/12-23/2020                        | 101.985 |
| 5411TEB6tlzvuF5A4oyldr | Francis Forever                                                                                         | 101.986 |
| 1PnDrmc20HzbzfqVA53iYD | Mirage                                                                                                  | 101.99  |
| 1McgOjRIo5jL6NUuj3c3lA | Real Princess                                                                                           | 101.991 |
| 52Lqdrj2yYAeFSTS2M24Si | Riding Shotgun (feat. Bonnie McKee)                                                                     | 102.0   |
| 78aELoNP2X3DC3rjHEVLPy | Is That Ight?                                                                                           | 102.008 |
| 6mMXHtmyjORXfbZk87csDk | Gimme What I Don''t Know (I Want)                                                                       | 102.01  |
| 63x2ylSiGxGU7dG54upqI4 | Riding Shotgun (feat. Bonnie McKee) - Ryan Riback Remix                                                 | 102.016 |
| 1dR964asWRagIvbk5FsJqc | Born By the River (feat. Sukihana)                                                                      | 102.022 |
| 3aoZg6tWk6oV6FdtQkyNmt | Love Me Now (feat. Zoe Wees)                                                                            | 102.03  |
| 2Ra0N8hESclRH15I4kD6U4 | Miserable                                                                                               | 102.037 |
| 52BBXEWltdMGJZidf3PF17 | EN ALTA                                                                                                 | 102.055 |
| 58aPrOUl9wFOoaBOgrWoBc | Baby I - Live from London                                                                               | 102.065 |
| 1drzcTORREvvhcIitrU2Cj | red sky - slowed down                                                                                   | 102.193 |
| 3NGulWlwuwKJNdLJNe07qR | Fear Of Water                                                                                           | 102.291 |
| 1RAeuvRyRzCweAK3jUT0ZW | bet u wanna                                                                                             | 102.311 |
| 0lhDiOviH4xmzyYeOsn01M | The Beginning                                                                                           | 102.399 |
| 2nsILovxQajwL8bPXZqAZw | Billy Stay - Live                                                                                       | 102.407 |
| 3KGDeJJpR1mB31vcGkYAZO | Entre Aguilas - En Vivo                                                                                 | 102.687 |
| 3RKywhObU25JLEypRY6HWx | Lose You To Love Me                                                                                     | 102.819 |
| 4l0Mvzj72xxOpRrp6h8nHi | Lose You To Love Me                                                                                     | 102.819 |
| 0trNh7z2PADsWSPoblvp1i | Strawberry Wine                                                                                         | 102.878 |
| 7Gvf6Li9MYft4fUijkFjKq | Strawberry Wine                                                                                         | 102.88  |
| 28PJqcsJJmchmQLRRv4eOK | Escuela de la Palma - En Vivo                                                                           | 102.885 |
| 13XqsZn5dWZ6mhaL8IyUw6 | Levitating (feat. DaBaby)                                                                               | 102.977 |
| 5nujrmhLynf4yMoMtj8AQF | Levitating (feat. DaBaby)                                                                               | 102.977 |
| 1CXLy7cfmAuxoIYcVM3wtK | Tell Em                                                                                                 | 102.985 |
| 66wJkV0KgbGSBHkHDd8tp2 | Strawberry Wine                                                                                         | 102.99  |
| 6ukXwaLZoMjeqA98ZdKLtq | OUT FRONT                                                                                               | 103.0   |
| 2qpCxK7imR1qbH4fbdgWLg | Wine                                                                                                    | 103.002 |
| 50dG65XY5SNFkpFl2xA5Dn | BEAUTIFUL BOY                                                                                           | 103.002 |
| 4RKJRRd4VJfZWiqQTYsleE | Already Best Friends (feat. Chris Brown)                                                                | 103.005 |
| 2VOnDt3Plm9yjyGeABOa1R | Wine                                                                                                    | 103.005 |
| 6IW6mD0OrfYXXkTgdLBQ83 | Cynic                                                                                                   | 103.008 |
| 7iUtQNMRB8ZkKC4AmEuCJC | LA FALDA                                                                                                | 103.008 |
| 6F0baA5t58AtAS9uFVe4su | Levitating                                                                                              | 103.014 |
| 1dI77VhaLcQSgQLSnIs03D | Levitating                                                                                              | 103.014 |
| 3NVqZRYxc67qQWP20YxZdN | Flower Girl                                                                                             | 103.026 |
| 2FiSTH0GYpIioUgjfzMIja | Stay (feat. Maty Noyes)                                                                                 | 103.027 |
| 1cPcpnSUshZp6XFPj2fBlB | Flower Girl                                                                                             | 103.028 |
| 2bBaAOsFVQfKwMAe4wVQb6 | On and On                                                                                               | 103.039 |
| 4CAKzOiTux9ieNyZznlIUZ | On and On - A COLORS SHOW                                                                               | 103.04  |
| 51vArgRF64yIWk3JIcRITo | Pink in the Night                                                                                       | 103.071 |
| 2R6tflIwv19qoYxg5hYLVh | Young Rich & In Love                                                                                    | 103.072 |
| 330CwDQh6mZ9yAWnJ1svDL | Dead                                                                                                    | 103.209 |
| 5jMCvfuGCvNXrUqr8FRgb8 | Female Gucci Mane                                                                                       | 103.258 |
| 6dB14UPKgEDLTp38BIKk6N | tattooed heart - live                                                                                   | 103.289 |
| 6EW5FSghADLKoCtCg7wY17 | sneaky - sped up                                                                                        | 103.325 |
| 5IAfEnaUbMwjrxVEferkQe | No Está Fácil                                                                                           | 103.454 |
| 64auF3TNabeb12bpgOBE4x | letter to my brudda - sped up                                                                           | 103.542 |
| 7oPTiW1fZyvIPeYOZTY4Wh | Flying or Crying                                                                                        | 103.767 |
| 2vdBo4ALPYbHRUPKgtE5iC | ghostin                                                                                                 | 103.777 |
| 56oOOj5Jhm3a27KY9pms7p | PELIGRO                                                                                                 | 103.892 |
| 43oIvC7HVMKkAvuPr4Kt4A | Perdiste                                                                                                | 103.931 |
| 4tr1rIN0DFnFNKBjOnhbSR | see the real - nightcore version                                                                        | 103.95  |
| 51Bfs8JAQcznMCl2ZFlNRt | fue mejor                                                                                               | 103.951 |
| 2I9t0e3gLAKOi5syoHxP46 | fue mejor                                                                                               | 103.951 |
| 1kKYjjfNYxE0YYgLa7vgVY | Higher Love                                                                                             | 103.952 |
| 0lKUBmEyQfzsQHozyeXzES | Clean (Taylor''s Version)                                                                               | 103.955 |
| 4OMAJ5nXjSH5PY30lalIhC | Inspired                                                                                                | 103.955 |
| 2ByBBvpR9b7IynvRmnG7kG | Clean (Taylor''s Version)                                                                               | 103.96  |
| 7hsulgRNgbyczeAg8tChCB | NEVER                                                                                                   | 103.974 |
| 1yr8bvOuWtDsa6zYBi4lYZ | Bad Together                                                                                            | 103.983 |
| 0LwbO2KIQw1uR2FCqwaKAu | Bad Together                                                                                            | 103.983 |
| 6cGhkzYSvCQd4WRJbCNdFI | Carry                                                                                                   | 103.985 |
| 3yoIliXhnorEdfTZ93W2YL | what''s your problem?                                                                                   | 103.987 |
| 2dVeoypvYFchwGPZDTs2py | Carry                                                                                                   | 103.994 |
| 6Q4JJnjX00q8O10OliHhjS | love me harder - live                                                                                   | 104.024 |
| 6AqSbcxMvOdSsp9MBTRpjk | Who''s Laughing Now - Jordan Jay Remix                                                                  | 104.027 |
| 1U5yljiF4b2KwGvDLgt2rz | To Do List                                                                                              | 104.031 |
| 1dvqHhLNccePPBHq11TW7v | Fantasy (feat. Don Toliver)                                                                             | 104.036 |
| 0F2F9cSQa0sNXNGDZbvvOE | 7 Things - Live                                                                                         | 104.038 |
| 2kYpPAekg0r1hHtfmi1f0V | CONOCERTE                                                                                               | 104.053 |
| 4KDVAhmcD0b9Kgo4GHUBZA | EMRATA                                                                                                  | 104.054 |
| 6Y4CI6as0a7QjXaPiqU4Jt | Fetti (feat. Da$H, Maxo Kream)                                                                          | 104.083 |
| 44IXD2J5yyr7PpOZzz2cmQ | Fear and Friday''s (Poem)                                                                               | 104.337 |
| 6HsbMH5Bgkp4QgAp7MVZ8z | For What It''s Worth (feat. Angus & Julia Stone)                                                        | 104.601 |
| 2pJ4NQTaoSMHxPdRrSVDPc | Keep It Together (Alternate Single Remix) - 2022 Remaster                                               | 104.64  |
| 3YUMWmx8EJq0DurfuIwoGh | my future                                                                                               | 104.89  |
| 6FmBKZxA3K1Ycr9spEeI15 | you''ll never know - live                                                                               | 104.9   |
| 78OTnBQndIIfCswsAIBNFs | Last Communion                                                                                          | 104.913 |
| 4dyrqiXUcK29hzrL2elqO3 | Like It Is                                                                                              | 104.947 |
| 7z0JDE4w67HXt5lEWsU2Hj | Strawberry Bubblegum                                                                                    | 104.96  |
| 3JHpk0DOTOzyh0777JFAky | Diosa                                                                                                   | 104.965 |
| 5UQJFFhHr7hgYmt1azQGiC | El Pengüin                                                                                              | 104.966 |
| 07zVQBJfbOuaAhpT3stRFL | Stay Soft                                                                                               | 104.969 |
| 1TCEZgYrPjc2G5sBYJciuq | make up - live                                                                                          | 104.973 |
| 1BIWnxCD4bMwUFd9qisEEh | Yo Ando Agusto                                                                                          | 104.977 |
| 0qKkNCAbQRtFBpv1FinCt8 | That''s Our Lamp                                                                                        | 104.981 |
| 2XKbTyLXRjVijzgbTCVvT6 | Lovin on Me                                                                                             | 104.983 |
| 19fCpJYZVtBKyOtIvEnDv0 | Don''t Leave                                                                                            | 104.987 |
| 3zx83DU3JpDZCCBokLX5WB | Standing Next to You (Holiday Remix)                                                                    | 104.99  |
| 1yXFAwSMDZmX2ZyDLLyQ9s | Almost Love                                                                                             | 104.993 |
| 38UCGIpo273uGgdBXbi992 | Wonder Woman                                                                                            | 104.995 |
| 5oSHYs4Lqx4YTqBSFbxzQx | Dreams                                                                                                  | 105.001 |
| 2qxagPKgS2Wc05MLmJucBE | Dreams                                                                                                  | 105.001 |
| 2vy9Ry1TNjCD85TiCbTz0r | Liability                                                                                               | 105.013 |
| 4ewmHD3aRBmLyTsbGreNLw | what would you do?                                                                                      | 105.02  |
| 28SuPULQaeBPA7MEcHG1ns | OTRO ROUND                                                                                              | 105.025 |
| 6tNQ70jh4OwmPGpYy6R2o9 | Beautiful Things                                                                                        | 105.029 |
| 0bYWi4ZmTdnTDlh9dCZh7u | Beautiful Things                                                                                        | 105.029 |
| 7MM0by4uKaXYogm13p8C1F | Beautiful Things - Instrumental                                                                         | 105.043 |
| 5LmRRJ2MfXxhmZfwcsvLad | Conversation                                                                                            | 105.05  |
| 3FZEv9JddkjHNFiMVxJYpS | Carry Me (feat. Julia Michaels)                                                                         | 105.052 |
| 5HGvnxyYMsK0MWuvXCNjfG | You’ll Never Know                                                                                       | 105.058 |
| 27356GVuMPFWiJSZCragoM | make up                                                                                                 | 105.137 |
| 0bv6UX3AHtZfCusS55k1EL | Playera 77 - En Vivo                                                                                    | 105.178 |
| 68qkDbsvprJRG5xw2R02dy | Golden G String                                                                                         | 105.292 |
| 4pEaGoTSSU7YKu4hqor9Na | Drink You Away                                                                                          | 105.348 |
| 3df0OA3jp7WbRgbkA4zBN7 | La Pluma de Wax                                                                                         | 105.562 |
| 1H4XdPDGFxwCdhNrWwdLpT | Karma                                                                                                   | 105.628 |
| 17UoqnSRKmsWbhInoFGq4F | Acquainted                                                                                              | 105.673 |
| 7oqftogUN82Q7VNy2TmTJW | MOOD 4 EVA (feat. Oumou Sangaré)                                                                        | 105.742 |
| 6tbkOI2yzodPd7FsYcz5D3 | MOOD 4 EVA (feat. Oumou Sangaré)                                                                        | 105.758 |
| 1MpCaOeUWhox2Fgigbe1cL | I''M THAT GIRL                                                                                          | 105.865 |
| 0EYDsKvLtGMdvsA7PaUvJO | star-crossed                                                                                            | 105.905 |
| 40yVW4Ywyxz8xkNcuLbP1N | go away                                                                                                 | 105.925 |
| 288EJf2Hyv0vFtyYlcP9zN | Dancing Feet (feat. DNCE)                                                                               | 105.931 |
| 1LPGXjVWl8EnrnyaOgPpBm | Begging                                                                                                 | 105.941 |
| 4wNQAG2BzbVkLhdajjxGpR | Begging                                                                                                 | 105.941 |
| 15DEpxbVsJax3TgsmTIawc | I Got Depressed Hoes (feat. Slug Christ)                                                                | 105.964 |
| 601dhwn8qc31FrSlMu5wEf | OKI DOKI                                                                                                | 105.982 |
| 59tskctgqUmjCWAwhzYAFm | Looking at Me                                                                                           | 105.99  |
| 5XrKzb9rA8rpdzWIzgcqlo | On God                                                                                                  | 105.99  |
| 7ySc8EB354qhPQKmOw4td0 | On God                                                                                                  | 105.99  |
| 5FnIT6GbLmsBQJ907StE5P | No Signal                                                                                               | 105.995 |
| 6Tk5hACxuFrRNGewPvPvgA | YUNGXANHOE                                                                                              | 105.995 |
| 763voaCk9m4ZrwHT6Zm1gV | Standing Next to You (Band Ver.)                                                                        | 105.995 |
| 3jjsRKEsF42ccXf8kWR3nu | Washing Machine Heart                                                                                   | 105.997 |
| 1uXUAE4lmnGCufaAh6n2D5 | Late To The Party                                                                                       | 105.997 |
| 4AIiCP2scA6jt6jAKfkvTX | fue mejor (feat. SZA)                                                                                   | 106.002 |
| 6Kbl5FRBRRZhjbv5FoXe3w | Ganas De Ti                                                                                             | 106.007 |
| 4a32Q7bRtWDGSEMbyWKIlj | Me & The Rhythm                                                                                         | 106.01  |
| 59ak5RmKdyspU26ifSg0rW | Tu Corazón Es Mío...                                                                                    | 106.014 |
| 2KslE17cAJNHTsI2MI0jb2 | Standing Next to You                                                                                    | 106.017 |
| 2VqMBiaxblhhBHyB9X4ESl | Standing Next to You                                                                                    | 106.017 |
| 0nAq9zxgvrVVFYnY7ZwkCf | Big Energy (feat. DJ Khaled) - Remix                                                                    | 106.021 |
| 02NZHlqQZrn2rFeWz82kv5 | Big Energy                                                                                              | 106.022 |
| 07QIetdCyAEox3Q5qqJT43 | Woke Up in Love                                                                                         | 106.031 |
| 1GcXzijYzyfMq6wryZjYW5 | May I                                                                                                   | 106.032 |
| 4EivmOT13NMpNSfTKn9p4s | Like That (feat. Gucci Mane)                                                                            | 106.044 |
| 3mInLFp4KEUBV9qMZ67HPV | Standing Next to You (Instrumental)                                                                     | 106.046 |
| 1Pcz3lqppUM5OROz81qRAa | Caves                                                                                                   | 106.049 |
| 5KfJvZ0PZzRdwFRaTUDAA7 | Somebody                                                                                                | 106.059 |
| 4zvZj8TSRl3EeaeXzRl73k | Cologne                                                                                                 | 106.082 |
| 6F8Nlv1aay8AXV1a4tVTaL | Toya Turnup Talks (skit)                                                                                | 106.149 |
| 58dsRKNbbcxQT3BywPdvpM | Toya Turnup Talks (skit)                                                                                | 106.149 |
| 7MKVHUUkJqxXqQkuMM1xuw | El Chango - En Vivo                                                                                     | 106.243 |
| 5J9jzskSfbSF7sTCWyoF93 | Right There - Live from London (feat. Big Sean)                                                         | 106.367 |
| 2zScQCfO2BKtR0Yk8dtELN | stay done                                                                                               | 106.383 |
| 7G5Cf56y5w6ttJQvhNk8wH | Man At Home                                                                                             | 106.416 |
| 0a4ZGSRZOgspQy2HYzU82l | Take Back the Night                                                                                     | 106.502 |
| 10U56Morvj2FO2ijKoAeNR | Relajado Voy - En Vivo                                                                                  | 106.518 |
| 41nIJErYY9goKvnCyG7ov6 | The Frost                                                                                               | 106.943 |
| 76c4KOymiPUkWEeIIc0DQr | Stranger Things (feat. OneRepublic) - Alan Walker Remix                                                 | 106.947 |
| 7ylOCfpjsuxM6w7W7b3W91 | I See You (feat. Billy Raffoul)                                                                         | 106.953 |
| 3e9HZxeyfWwjeyPAMmWSSQ | thank u, next                                                                                           | 106.966 |
| 505v13epFXodT9fVAJ6h8k | AMARGURA                                                                                                | 106.966 |
| 4bt7eqP7mfWduRBKEpCAzM | chaotic                                                                                                 | 106.967 |
| 345HZXxfL8S8HkVzytD1Pw | Birthday                                                                                                | 106.969 |
| 60hFG2HrZqGO7CXilP3ruK | Pretty Please                                                                                           | 106.976 |
| 5Pc594FhDA2Fa2prE75GT0 | Pretty Please                                                                                           | 106.976 |
| 7dgnKNBJzEMezR4wzhPAbQ | Happy                                                                                                   | 106.977 |
| 3BnDvpeuGOj21Ir2aVEtQo | Calm Down                                                                                               | 107.003 |
| 4E8EciYYzTKF4REO51XQiS | DND                                                                                                     | 107.003 |
| 15jg4vt123axobdGleLugn | ROTTEN (feat. EST Gee)                                                                                  | 107.004 |
| 0wHFktze2PHC5jDt3B17DC | First Class                                                                                             | 107.005 |
| 7hnXGKHrBw24S9Ptry3cd4 | Underwear                                                                                               | 107.007 |
| 64B8ewx0cEcn6UHwDm33Gm | Calm Down                                                                                               | 107.011 |
| 4sJqSKPc5fZ5OZ8JiVI44N | Stranger Things (feat. OneRepublic)                                                                     | 107.016 |
| 3P4gLPPOHIRQ5j6PC1hNa5 | Tomorrow                                                                                                | 107.034 |
| 0tsiZxE0FnaganbRLQx5Ru | Murder (feat. Jay-Z)                                                                                    | 107.034 |
| 34ukbJprybxATIMVL5ku4x | Baecation                                                                                               | 107.037 |
| 5TQYHpJN1oFaONwaSp8q04 | El AK - En Vivo                                                                                         | 107.323 |
| 1gxnh2Lwhrqjd8nibbH2Ax | Trust No Bitch                                                                                          | 107.401 |
| 6ZprqcYFC6D9eIZaCoqrSn | Gently (feat. Bad Bunny)                                                                                | 107.524 |
| 3BE3IYsAhqkTiRIR7T7x7M | Gently (feat. Bad Bunny)                                                                                | 107.538 |
| 0ROvxmZFJNRm0PyYcFKHbm | gracias a la vida                                                                                       | 107.577 |
| 10GRRCR5fctuOF4GFmATJI | Dear Reader                                                                                             | 107.601 |
| 5xIDCYGTyLaDkiaaulVPcJ | Shine                                                                                                   | 107.627 |
| 3QF5RsWzK1lCvf2o2cY65P | Dear Reader                                                                                             | 107.747 |
| 39HFKh08mU0aktj9UulRnY | Jolene - Live                                                                                           | 107.861 |
| 37g4Qve8bVINBrVImBp4Uz | Paul Revere                                                                                             | 107.931 |
| 1dHtMSJ1Ozg2Ja6GX4McAO | Paul Revere                                                                                             | 107.931 |
| 4J0OYz9AJLYwiVyEaZAiT8 | 777 Pt. 1                                                                                               | 107.947 |
| 2aWVaW1p2kUc5yuKwBmRJi | I WANNA SEE SOME ASS (feat. jetsonmade)                                                                 | 107.951 |
| 5SAckbSHhNJ41b3bn5XwPL | Happy Birthday (feat. John Legend)                                                                      | 107.963 |
| 38bbpkFcxgjupISR0K94UU | Bad for Business                                                                                        | 107.973 |
| 5RcuACCOhgoc4ZH57AVCLA | Feel Like A Fool                                                                                        | 107.983 |
| 6iKlSDvBLyQP0AWygx01XT | Can''t Feel My Face                                                                                     | 107.985 |
| 3RleMgz4iO0BNezGdSxDnY | Diosa                                                                                                   | 107.987 |
| 0Fl4eWzVaMUOdXcOrj6F1q | VIRGO''S GROOVE                                                                                         | 107.988 |
| 369m6KUvZ2ANGGYn41AneD | Rock Your Body - Paul Oakenfold Mix                                                                     | 107.996 |
| 1M3XB6EUPUZy58Aqt6zbKr | Woman                                                                                                   | 107.998 |
| 6Uj1ctrBOjOas8xZXGqKk4 | Woman                                                                                                   | 107.998 |
| 6XaJfhwof7qIgbbXO5tIQI | Igual Que Un Ángel (with Peso Pluma)                                                                    | 107.999 |
| 6Xa9B3iE7bo3GkyUOVAhB9 | 3D (feat. Jack Harlow) (Instrumental)                                                                   | 108.01  |
| 0Caa2ZJq9JEIP69ruAAIka | Undeniable (feat. X Ambassadors)                                                                        | 108.016 |
| 2FrYyDemG5M15U4qFO0ezK | Permanent                                                                                               | 108.017 |
| 6lqOQ5yJa9eHhEVWiy2KWK | Not My Problem (feat. JID)                                                                              | 108.023 |
| 57VeLYXrvNxe8Vs18K2M9W | Way Out (feat. Big Sean)                                                                                | 108.025 |
| 1HA2V2EfAgJUBVOju4YfiB | Just A Stranger (feat. Steve Lacy)                                                                      | 108.031 |
| 5BKiMkWucQVb7wrFi29VtX | 3D (Alternate Ver.)                                                                                     | 108.031 |
| 6fdVBAXMxv5vAABQCpOtI5 | Rainbowland (feat. Dolly Parton)                                                                        | 108.033 |
| 199E1RRrVmVTQqBXih5qRC | Maroon                                                                                                  | 108.034 |
| 6xGr4tVzpTX99p9Cf0hRRL | 3D (feat. Jack Harlow)                                                                                  | 108.044 |
| 01qFKNWq73UfEslI0GvumE | 3D (feat. Jack Harlow)                                                                                  | 108.044 |
| 0TaaG2kxjzSjVbmmiiSZEa | 3D (feat. Jack Harlow) (Clean Ver.)                                                                     | 108.048 |
| 6qxvy9Pe4RJIq5JBVbbwbS | Maroon                                                                                                  | 108.055 |
| 1pp48yqPWZIsaDSIBrVe0r | Bad for Business                                                                                        | 108.066 |
| 2YKCU3HGfvAqZQVhtvrea1 | El Travieso - En Vivo                                                                                   | 108.088 |
| 6DlrQcvUO7lg5vKgMZmG7F | Mounted Up                                                                                              | 108.126 |
| 4gh0ZnHzaTMT1sDga7Ek0N | sdp interlude                                                                                           | 108.164 |
| 6ZUMRbYCsmhTPmHJkKL9d4 | Feelings (feat. Bandit Gang Marco)                                                                      | 108.494 |
| 0aMOalD335v1hsSXmLURzz | Time N Affection                                                                                        | 108.643 |
| 6oVGIxnuwcwZspPEYk2Yb3 | Blow Your Mind (Mwah)                                                                                   | 108.854 |
| 2eAAEa8pxKF7My0EO4rFgR | Blow Your Mind (Mwah)                                                                                   | 108.854 |
| 2EENUjsTgsZ36Pun25Qwxj | Yo Ando Agusto - En Vivo                                                                                | 108.884 |
| 6wWrOSo2ygj3Mq3GUqCzhn | White Heat                                                                                              | 108.934 |
| 4gc7qfGOq1gNUBd54YHrHZ | After Hours                                                                                             | 108.942 |
| 5BZ6zdOqwfUsM4RjxAFf1W | About Damn Time                                                                                         | 108.966 |
| 7oomkQSYf1ia2VnVEWfFIU | Question...?                                                                                            | 108.978 |
| 7nDFTHHwfe32a8qdp9XqPy | False Confidence                                                                                        | 108.98  |
| 3KCNiDi9Pza6ZD8FggNoaw | MODERN JAM (feat. Teezo Touchdown)                                                                      | 108.984 |
| 6C7OF1Jal7YkyjzyUG8vkK | Question...?                                                                                            | 108.989 |
| 7HK0ZDEsW0lGKKIVYvni2z | After Hours - Live                                                                                      | 109.018 |
| 1IX3aarIbfNW3t2geL0YnL | No Goodbyes                                                                                             | 109.021 |
| 0mDGNetRxywxqgiXFbagZh | No Goodbyes                                                                                             | 109.021 |
| 0kHaAQW4wfuqfOVr4yOHOZ | Time N Affection                                                                                        | 109.244 |
| 7uedbtCfAmsCCr3PX2elIX | pop ur shit - slowed down                                                                               | 109.307 |
| 1PmRWXH2MtudoiITbkG2Qc | Live to Tell - Instrumental                                                                             | 109.411 |
| 3iug2F7ByIBMVkmLGgt3ir | SR DE LOS CIELOS                                                                                        | 109.576 |
| 7hRlTK3mgFTBEjX7DjqBsI | Overdrive                                                                                               | 109.739 |
| 5Z4vOi3sjyXkKzDKlcvIAf | No Sabe Nada                                                                                            | 109.77  |
| 2lN4uUYkGymwAL5hY6sSAd | The Truth                                                                                               | 109.885 |
| 04mhhxg9fNzKSY1yNWr5FZ | Mele Kalikimaka - From The Kacey Musgraves Christmas Show                                               | 109.906 |
| 5utBEboBUM9MzxysiufljB | dark days - sped up                                                                                     | 109.915 |
| 2DPI5lHpb0wmjaL222fPdF | Tidal                                                                                                   | 109.94  |
| 7j1vEL4ktPrAw74QcJrtq5 | Live to Tell                                                                                            | 109.943 |
| 7p2wRa4m9KVXEXUlkJLhUi | I Heard You''re Married (feat. Lil Wayne)                                                               | 109.946 |
| 4NioO5R9sHEZh4cGzMHyNt | Say Don''t Go (Taylor''s Version) (From The Vault)                                                      | 109.946 |
| 3CCRVu4F91Qp2mnGjmWBrf | Say Don''t Go (Taylor''s Version) (From The Vault)                                                      | 109.95  |
| 1Tip6R4swhC7E6hgILBjrE | Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)                                              | 109.95  |
| 0nD5UYRT66MZ4lFdxJ8BYY | Bed Time                                                                                                | 109.952 |
| 1WGIqE7rCmrsERtlIpCGyM | Bed Time                                                                                                | 109.952 |
| 2sQH02O2HBCPJCztBrCWNa | 34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix                                               | 109.957 |
